date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,latitude,longitude,District
2025-01-01,24.28,27.64,22.23,0.06,18.24,10.78,79.13,Thanjavur
2025-01-02,23.91,27.53,21.43,0.12,18.11,10.78,79.13,Thanjavur
2025-01-03,23.14,26.51,20.71,0.06,17.34,10.78,79.13,Thanjavur
2025-01-04,23.29,27.54,20.25,0.13,19.24,10.78,79.13,Thanjavur
2025-01-05,23.4,27.77,20.33,0.03,19.54,10.78,79.13,Thanjavur
2025-01-06,23.13,27.83,19.14,0.0,17.21,10.78,79.13,Thanjavur
2025-01-07,23.42,27.48,20.03,0.14,10.59,10.78,79.13,Thanjavur
2025-01-08,22.86,27.12,19.35,0.0,15.81,10.78,79.13,Thanjavur
2025-01-09,23.4,27.8,19.82,0.07,14.51,10.78,79.13,Thanjavur
2025-01-10,24.17,28.26,21.02,0.3,10.48,10.78,79.13,Thanjavur
2025-01-11,24.24,28.07,21.63,0.21,12.34,10.78,79.13,Thanjavur
2025-01-12,24.45,28.28,21.23,1.51,10.3,10.78,79.13,Thanjavur
2025-01-13,25.34,29.16,23.24,1.51,17.01,10.78,79.13,Thanjavur
2025-01-14,24.82,28.0,22.74,0.3,12.13,10.78,79.13,Thanjavur
2025-01-15,24.24,27.1,22.44,0.67,11.33,10.78,79.13,Thanjavur
2025-01-16,24.01,27.1,21.91,0.08,16.84,10.78,79.13,Thanjavur
2025-01-17,23.48,27.36,20.68,0.12,19.18,10.78,79.13,Thanjavur
2025-01-18,23.64,26.08,21.48,12.08,5.2,10.78,79.13,Thanjavur
2025-01-19,24.88,27.59,22.99,7.14,10.74,10.78,79.13,Thanjavur
2025-01-20,24.27,28.25,21.53,0.47,15.97,10.78,79.13,Thanjavur
2025-01-21,23.59,27.9,20.12,0.07,19.44,10.78,79.13,Thanjavur
2025-01-22,24.22,28.37,21.1,0.03,13.67,10.78,79.13,Thanjavur
2025-01-23,23.93,28.23,20.78,0.21,16.74,10.78,79.13,Thanjavur
2025-01-24,23.4,27.82,20.51,0.19,19.47,10.78,79.13,Thanjavur
2025-01-25,23.83,28.18,21.13,0.13,15.29,10.78,79.13,Thanjavur
2025-01-26,23.15,27.85,20.02,0.05,18.78,10.78,79.13,Thanjavur
2025-01-27,23.61,28.45,19.98,0.03,20.36,10.78,79.13,Thanjavur
2025-01-28,23.54,28.72,19.34,0.0,17.38,10.78,79.13,Thanjavur
2025-01-29,23.59,28.53,19.08,0.0,15.29,10.78,79.13,Thanjavur
2025-01-30,24.09,28.71,20.3,0.3,10.82,10.78,79.13,Thanjavur
2025-01-31,25.57,29.71,22.75,0.24,17.21,10.78,79.13,Thanjavur
2025-02-01,25.84,30.31,22.47,0.76,16.45,10.78,79.13,Thanjavur
2025-02-02,25.14,30.45,21.55,0.1,21.45,10.78,79.13,Thanjavur
2025-02-03,24.14,29.84,19.9,0.0,22.7,10.78,79.13,Thanjavur
2025-02-04,23.84,29.79,18.9,0.0,20.95,10.78,79.13,Thanjavur
2025-02-05,24.39,29.87,20.76,0.02,21.14,10.78,79.13,Thanjavur
2025-02-06,24.47,29.9,20.79,0.02,21.53,10.78,79.13,Thanjavur
2025-02-07,24.16,30.13,19.68,0.01,23.08,10.78,79.13,Thanjavur
2025-02-08,24.88,30.12,20.98,0.04,17.39,10.78,79.13,Thanjavur
2025-02-09,24.99,30.42,20.93,0.01,20.3,10.78,79.13,Thanjavur
2025-02-10,24.99,30.52,21.35,0.01,21.43,10.78,79.13,Thanjavur
2025-02-11,24.64,30.73,20.06,0.0,23.08,10.78,79.13,Thanjavur
2025-02-12,24.62,31.02,20.47,0.0,22.31,10.78,79.13,Thanjavur
2025-02-13,24.28,31.28,19.78,0.0,24.03,10.78,79.13,Thanjavur
2025-02-14,24.65,32.22,19.78,0.0,24.24,10.78,79.13,Thanjavur
2025-02-15,25.21,32.27,20.26,0.0,23.54,10.78,79.13,Thanjavur
2025-02-16,25.34,31.76,20.61,0.0,23.88,10.78,79.13,Thanjavur
2025-02-17,25.35,31.77,21.16,0.0,23.11,10.78,79.13,Thanjavur
2025-02-18,25.28,31.97,20.57,0.0,23.54,10.78,79.13,Thanjavur
2025-02-19,25.58,32.62,20.68,0.0,23.75,10.78,79.13,Thanjavur
2025-02-20,25.83,32.69,21.23,0.0,23.71,10.78,79.13,Thanjavur
2025-02-21,26.08,32.92,21.0,0.0,23.68,10.78,79.13,Thanjavur
2025-02-22,26.52,33.58,21.89,0.0,23.5,10.78,79.13,Thanjavur
2025-02-23,26.71,34.04,21.65,0.0,24.02,10.78,79.13,Thanjavur
2025-02-24,26.73,33.32,22.22,0.0,23.93,10.78,79.13,Thanjavur
2025-02-25,27.16,33.16,22.7,0.07,15.6,10.78,79.13,Thanjavur
2025-02-26,27.57,33.22,23.82,0.46,19.99,10.78,79.13,Thanjavur
2025-02-27,27.16,33.32,23.02,1.83,20.02,10.78,79.13,Thanjavur
2025-02-28,26.83,31.75,22.72,11.19,12.33,10.78,79.13,Thanjavur
2025-03-01,27.57,32.22,24.6,9.68,16.93,10.78,79.13,Thanjavur
2025-03-02,28.06,33.71,24.18,0.78,21.2,10.78,79.13,Thanjavur
2025-03-03,27.77,34.11,23.78,0.22,20.91,10.78,79.13,Thanjavur
2025-03-04,27.57,34.96,23.05,0.03,21.52,10.78,79.13,Thanjavur
2025-03-05,27.09,33.85,22.8,0.0,23.87,10.78,79.13,Thanjavur
2025-03-06,28.18,36.49,21.38,0.02,24.22,10.78,79.13,Thanjavur
2025-03-07,28.07,35.28,23.11,0.01,23.97,10.78,79.13,Thanjavur
2025-03-08,27.74,35.54,22.3,0.0,23.82,10.78,79.13,Thanjavur
2025-03-09,26.92,34.36,21.71,0.0,25.27,10.78,79.13,Thanjavur
2025-03-10,27.8,34.52,22.48,0.54,23.89,10.78,79.13,Thanjavur
2025-03-11,27.33,30.95,24.8,24.46,5.16,10.78,79.13,Thanjavur
2025-03-12,27.11,30.55,24.91,14.51,9.18,10.78,79.13,Thanjavur
2025-03-13,28.35,34.94,23.99,0.24,25.53,10.78,79.13,Thanjavur
2025-03-14,28.14,35.02,23.4,0.0,25.77,10.78,79.13,Thanjavur
2025-03-15,28.45,35.52,23.42,0.01,25.44,10.78,79.13,Thanjavur
2025-03-16,28.5,34.04,24.57,0.32,24.22,10.78,79.13,Thanjavur
2025-03-17,29.32,35.01,25.46,0.12,24.03,10.78,79.13,Thanjavur
2025-03-18,29.54,35.51,25.42,0.1,25.18,10.78,79.13,Thanjavur
2025-03-19,29.06,35.17,24.83,0.09,24.04,10.78,79.13,Thanjavur
2025-03-20,29.34,35.26,25.21,0.09,25.3,10.78,79.13,Thanjavur
2025-03-21,29.45,35.29,25.34,0.21,22.1,10.78,79.13,Thanjavur
2025-03-22,29.48,35.26,24.84,0.4,21.68,10.78,79.13,Thanjavur
2025-03-23,28.82,32.95,25.43,2.51,22.26,10.78,79.13,Thanjavur
2025-03-24,29.11,35.06,24.94,0.36,23.18,10.78,79.13,Thanjavur
2025-03-25,28.61,36.24,23.49,0.12,25.23,10.78,79.13,Thanjavur
2025-03-26,28.98,36.18,23.52,0.1,24.88,10.78,79.13,Thanjavur
2025-03-27,29.75,37.3,23.6,0.03,22.59,10.78,79.13,Thanjavur
2025-03-28,29.91,37.34,24.24,0.0,20.63,10.78,79.13,Thanjavur
2025-03-29,29.33,37.77,22.92,0.0,25.7,10.78,79.13,Thanjavur
2025-03-30,29.0,37.04,22.68,0.0,25.35,10.78,79.13,Thanjavur
2025-03-31,29.23,36.03,23.73,0.0,23.34,10.78,79.13,Thanjavur
2025-04-01,28.87,35.1,23.85,0.0,22.27,10.78,79.13,Thanjavur
2025-04-02,29.65,35.43,25.72,1.29,20.93,10.78,79.13,Thanjavur
2025-04-03,28.79,33.41,25.25,10.87,11.9,10.78,79.13,Thanjavur
2025-04-04,30.03,36.89,24.23,0.35,22.79,10.78,79.13,Thanjavur
2025-04-05,30.46,36.89,25.26,0.97,22.41,10.78,79.13,Thanjavur
2025-04-06,31.1,37.41,26.19,0.93,22.95,10.78,79.13,Thanjavur
2025-04-07,30.02,34.78,27.04,1.23,21.54,10.78,79.13,Thanjavur
2025-04-08,30.28,36.56,25.81,0.11,24.53,10.78,79.13,Thanjavur
2025-04-09,29.9,35.99,24.74,0.26,23.91,10.78,79.13,Thanjavur
2025-04-10,31.59,37.63,26.04,0.26,19.72,10.78,79.13,Thanjavur
2025-04-11,31.5,37.54,27.05,7.65,20.55,10.78,79.13,Thanjavur
2025-04-12,31.0,37.47,26.18,3.8,24.08,10.78,79.13,Thanjavur
2025-04-13,31.76,38.72,26.35,0.49,23.26,10.78,79.13,Thanjavur
2025-04-14,31.03,37.52,26.22,0.7,24.12,10.78,79.13,Thanjavur
2025-04-15,30.0,34.79,26.54,1.01,24.43,10.78,79.13,Thanjavur
2025-04-16,31.15,37.59,26.11,0.22,23.18,10.78,79.13,Thanjavur
2025-04-17,30.72,35.86,26.62,0.11,21.3,10.78,79.13,Thanjavur
2025-04-18,31.75,37.77,26.75,0.11,23.09,10.78,79.13,Thanjavur
2025-04-19,32.55,38.95,27.49,0.18,23.17,10.78,79.13,Thanjavur
2025-04-20,31.59,35.98,28.2,0.21,23.14,10.78,79.13,Thanjavur
2025-04-21,30.76,34.52,27.33,0.18,23.78,10.78,79.13,Thanjavur
2025-04-22,31.04,37.03,26.26,0.22,24.21,10.78,79.13,Thanjavur
2025-04-23,30.39,35.58,25.72,0.29,24.2,10.78,79.13,Thanjavur
2025-04-24,31.82,37.83,26.91,0.08,23.8,10.78,79.13,Thanjavur
2025-04-25,31.94,37.47,27.78,0.13,24.13,10.78,79.13,Thanjavur
2025-04-26,30.32,33.84,27.49,1.68,19.94,10.78,79.13,Thanjavur
2025-04-27,29.52,32.7,27.37,4.43,16.71,10.78,79.13,Thanjavur
2025-04-28,30.29,34.72,26.64,1.13,19.48,10.78,79.13,Thanjavur
2025-04-29,31.22,36.65,26.82,1.85,21.08,10.78,79.13,Thanjavur
2025-04-30,31.27,36.36,26.73,0.33,22.82,10.78,79.13,Thanjavur
2025-05-01,31.09,35.46,27.53,0.1,17.78,10.78,79.13,Thanjavur
2025-05-02,31.61,36.79,27.17,0.2,21.97,10.78,79.13,Thanjavur
2025-05-03,31.2,36.04,27.67,0.8,24.28,10.78,79.13,Thanjavur
2025-05-04,31.3,36.07,27.55,3.1,24.12,10.78,79.13,Thanjavur
2025-05-05,29.7,32.23,27.34,9.07,20.05,10.78,79.13,Thanjavur
2025-05-06,31.36,37.05,26.95,1.19,22.87,10.78,79.13,Thanjavur
2025-05-07,30.52,33.68,27.57,3.0,21.82,10.78,79.13,Thanjavur
2025-05-08,31.5,37.15,26.8,1.23,21.13,10.78,79.13,Thanjavur
2025-05-09,31.15,36.88,27.04,0.88,23.63,10.78,79.13,Thanjavur
2025-05-10,31.22,37.03,26.51,0.86,21.54,10.78,79.13,Thanjavur
2025-05-11,31.32,36.24,27.59,2.95,24.38,10.78,79.13,Thanjavur
2025-05-12,32.1,36.86,27.83,0.3,23.92,10.78,79.13,Thanjavur
2025-05-13,31.63,35.8,28.39,0.67,24.22,10.78,79.13,Thanjavur
2025-05-14,31.3,35.43,28.19,7.52,20.97,10.78,79.13,Thanjavur
2025-05-15,30.93,35.73,26.96,6.14,22.0,10.78,79.13,Thanjavur
2025-05-16,31.05,35.91,27.4,2.4,20.79,10.78,79.13,Thanjavur
2025-05-17,29.34,34.04,25.72,23.18,7.74,10.78,79.13,Thanjavur
2025-05-18,27.65,30.35,25.85,28.29,17.02,10.78,79.13,Thanjavur
2025-05-19,29.51,34.97,24.86,8.4,16.02,10.78,79.13,Thanjavur
2025-05-20,28.78,32.09,25.92,4.87,17.29,10.78,79.13,Thanjavur
2025-05-21,29.77,35.76,25.28,0.49,22.26,10.78,79.13,Thanjavur
2025-05-22,30.65,36.25,25.46,0.15,22.63,10.78,79.13,Thanjavur
2025-05-23,30.54,35.28,26.52,6.92,24.06,10.78,79.13,Thanjavur
2025-05-24,30.33,35.33,26.39,4.13,14.15,10.78,79.13,Thanjavur
2025-05-25,29.38,33.4,26.64,1.92,13.27,10.78,79.13,Thanjavur
2025-05-26,30.4,35.73,26.39,0.73,12.92,10.78,79.13,Thanjavur
2025-05-27,29.8,32.97,26.53,0.63,16.57,10.78,79.13,Thanjavur
2025-05-28,31.01,35.7,27.29,0.01,20.9,10.78,79.13,Thanjavur
2025-05-29,30.84,36.27,27.17,1.01,16.87,10.78,79.13,Thanjavur
2025-05-30,28.98,33.01,26.26,0.55,15.84,10.78,79.13,Thanjavur
2025-05-31,30.87,37.44,25.44,0.01,20.31,10.78,79.13,Thanjavur
2025-06-01,31.62,38.43,25.94,0.03,23.39,10.78,79.13,Thanjavur
2025-06-02,31.44,37.57,26.32,0.22,22.68,10.78,79.13,Thanjavur
2025-06-03,30.8,36.22,26.89,1.03,23.67,10.78,79.13,Thanjavur
2025-06-04,30.55,36.41,25.28,1.14,23.73,10.78,79.13,Thanjavur
2025-06-05,31.23,38.14,25.41,0.58,23.98,10.78,79.13,Thanjavur
2025-06-06,31.01,36.58,26.76,0.68,22.77,10.78,79.13,Thanjavur
2025-06-07,31.02,35.41,27.41,0.7,22.78,10.78,79.13,Thanjavur
2025-06-08,30.88,34.86,27.44,0.93,23.04,10.78,79.13,Thanjavur
2025-06-09,30.01,33.69,27.28,7.77,22.29,10.78,79.13,Thanjavur
2025-06-10,29.82,34.63,26.22,6.36,21.78,10.78,79.13,Thanjavur
2025-06-11,29.23,32.86,25.94,3.42,17.29,10.78,79.13,Thanjavur
2025-06-12,30.58,36.1,26.37,2.32,19.59,10.78,79.13,Thanjavur
2025-06-13,30.19,35.18,26.55,1.45,21.85,10.78,79.13,Thanjavur
2025-06-14,30.04,34.8,26.19,3.3,19.96,10.78,79.13,Thanjavur
2025-06-15,29.68,34.93,26.02,0.55,19.52,10.78,79.13,Thanjavur
2025-06-16,30.19,35.73,26.15,0.21,18.93,10.78,79.13,Thanjavur
2025-06-17,29.64,33.78,25.89,0.23,19.01,10.78,79.13,Thanjavur
2025-06-18,30.66,36.42,25.59,0.51,18.78,10.78,79.13,Thanjavur
2025-06-19,30.6,35.63,26.76,0.26,21.45,10.78,79.13,Thanjavur
2025-06-20,30.61,35.97,26.45,0.36,23.5,10.78,79.13,Thanjavur
2025-06-21,30.3,35.09,26.13,0.55,21.33,10.78,79.13,Thanjavur
2025-06-22,30.4,35.67,26.4,4.39,21.39,10.78,79.13,Thanjavur
2025-06-23,30.4,36.19,25.82,0.48,13.21,10.78,79.13,Thanjavur
2025-06-24,30.69,36.44,25.36,0.01,21.46,10.78,79.13,Thanjavur
2025-06-25,30.7,35.9,26.9,0.25,16.39,10.78,79.13,Thanjavur
2025-06-26,30.63,35.25,26.69,0.13,18.49,10.78,79.13,Thanjavur
2025-06-27,30.57,35.95,26.64,0.16,23.63,10.78,79.13,Thanjavur
2025-06-28,30.44,35.76,26.69,3.44,22.7,10.78,79.13,Thanjavur
2025-06-29,31.1,37.29,26.84,0.24,21.35,10.78,79.13,Thanjavur
2025-06-30,30.64,35.43,26.28,0.45,20.35,10.78,79.13,Thanjavur
2025-07-01,30.46,35.09,26.48,0.49,19.79,10.78,79.13,Thanjavur
2025-07-02,30.77,36.43,26.33,0.09,19.36,10.78,79.13,Thanjavur
2025-07-03,30.77,37.23,25.61,0.04,16.37,10.78,79.13,Thanjavur
2025-07-04,30.41,35.25,26.06,0.06,20.39,10.78,79.13,Thanjavur
2025-07-05,30.97,35.94,26.01,0.02,23.06,10.78,79.13,Thanjavur
2025-07-06,31.69,37.72,26.83,0.01,23.32,10.78,79.13,Thanjavur
2025-07-07,31.33,36.54,26.96,0.04,21.41,10.78,79.13,Thanjavur
2025-07-08,31.73,37.78,26.82,0.1,22.0,10.78,79.13,Thanjavur
2025-07-09,32.37,38.46,26.66,0.02,22.36,10.78,79.13,Thanjavur
2025-07-10,32.32,37.57,27.41,0.05,22.0,10.78,79.13,Thanjavur
2025-07-11,32.24,37.24,27.74,0.1,22.66,10.78,79.13,Thanjavur
2025-07-12,32.01,36.97,28.36,0.13,22.37,10.78,79.13,Thanjavur
2025-07-13,30.45,33.1,27.82,0.34,21.68,10.78,79.13,Thanjavur
2025-07-14,31.24,36.89,26.53,0.05,22.58,10.78,79.13,Thanjavur
2025-07-15,30.59,35.18,26.91,0.43,22.28,10.78,79.13,Thanjavur
2025-07-16,31.39,37.0,27.0,3.8,19.95,10.78,79.13,Thanjavur
2025-07-17,30.85,36.23,26.18,0.83,20.44,10.78,79.13,Thanjavur
2025-07-18,30.34,35.09,26.66,0.73,16.03,10.78,79.13,Thanjavur
2025-07-19,29.34,34.51,25.42,3.02,14.17,10.78,79.13,Thanjavur
2025-07-20,28.41,33.08,24.7,1.15,11.42,10.78,79.13,Thanjavur
2025-07-21,30.42,36.4,24.62,0.38,15.44,10.78,79.13,Thanjavur
2025-07-22,31.39,37.04,26.34,0.61,15.27,10.78,79.13,Thanjavur
2025-07-23,30.77,35.57,26.92,1.18,18.59,10.78,79.13,Thanjavur
2025-07-24,31.7,38.12,26.69,0.01,14.71,10.78,79.13,Thanjavur
2025-07-25,31.16,36.67,27.0,0.01,12.57,10.78,79.13,Thanjavur
2025-07-26,30.37,34.57,26.79,0.02,15.18,10.78,79.13,Thanjavur
2025-07-27,31.47,37.65,26.49,0.06,21.31,10.78,79.13,Thanjavur
2025-07-28,32.32,38.94,26.01,0.01,22.73,10.78,79.13,Thanjavur
2025-07-29,33.18,39.75,26.75,0.02,24.68,10.78,79.13,Thanjavur
2025-07-30,33.07,39.82,26.8,0.72,23.44,10.78,79.13,Thanjavur
2025-07-31,31.95,37.03,28.23,3.43,23.09,10.78,79.13,Thanjavur
2025-08-01,30.83,36.55,27.0,3.72,20.35,10.78,79.13,Thanjavur
2025-08-02,29.31,33.04,26.39,9.91,19.99,10.78,79.13,Thanjavur
2025-08-03,28.56,32.04,25.95,3.17,10.52,10.78,79.13,Thanjavur
2025-08-04,29.17,33.1,25.74,8.13,21.39,10.78,79.13,Thanjavur
2025-08-05,29.62,34.55,26.16,8.07,22.14,10.78,79.13,Thanjavur
2025-08-06,29.71,34.87,25.22,5.16,23.27,10.78,79.13,Thanjavur
2025-08-07,29.92,35.25,25.41,0.79,17.31,10.78,79.13,Thanjavur
2025-08-08,28.38,31.43,25.81,6.73,21.54,10.78,79.13,Thanjavur
2025-08-09,27.92,31.68,25.26,2.7,9.97,10.78,79.13,Thanjavur
2025-08-10,27.59,30.3,25.61,28.55,15.04,10.78,79.13,Thanjavur
2025-08-11,28.32,33.93,24.43,3.47,18.63,10.78,79.13,Thanjavur
2025-08-12,28.76,33.86,24.53,1.11,9.47,10.78,79.13,Thanjavur
2025-08-13,29.04,33.84,25.16,0.82,18.71,10.78,79.13,Thanjavur
2025-08-14,29.24,35.67,24.44,0.9,22.32,10.78,79.13,Thanjavur
2025-08-15,29.31,35.1,24.44,1.19,20.69,10.78,79.13,Thanjavur
2025-08-16,28.74,32.97,25.37,0.66,16.16,10.78,79.13,Thanjavur
2025-08-17,28.09,31.6,25.2,2.8,12.22,10.78,79.13,Thanjavur
2025-08-18,29.26,34.77,24.89,0.43,17.24,10.78,79.13,Thanjavur
2025-08-19,30.23,36.85,25.08,0.01,24.41,10.78,79.13,Thanjavur
2025-08-20,29.5,34.6,25.29,0.01,24.58,10.78,79.13,Thanjavur
2025-08-21,30.37,36.5,25.09,0.09,24.38,10.78,79.13,Thanjavur
2025-08-22,29.58,34.16,26.19,4.52,15.58,10.78,79.13,Thanjavur
2025-08-23,29.06,33.5,26.0,1.74,20.77,10.78,79.13,Thanjavur
2025-08-24,29.51,34.4,25.91,4.08,23.91,10.78,79.13,Thanjavur
2025-08-25,29.34,34.07,25.85,2.35,23.85,10.78,79.13,Thanjavur
2025-08-26,30.97,36.61,25.85,0.89,24.3,10.78,79.13,Thanjavur
2025-08-27,30.29,35.25,26.56,0.49,20.43,10.78,79.13,Thanjavur
2025-08-28,29.7,34.01,26.08,0.27,22.93,10.78,79.13,Thanjavur
2025-08-29,30.48,37.03,25.45,0.02,23.95,10.78,79.13,Thanjavur
2025-08-30,30.64,36.23,25.68,1.66,23.79,10.78,79.13,Thanjavur
2025-08-31,30.36,35.33,26.46,4.52,14.45,10.78,79.13,Thanjavur
2025-09-01,29.71,34.94,25.97,2.56,15.7,10.78,79.13,Thanjavur
2025-09-02,30.8,37.06,25.83,0.98,19.57,10.78,79.13,Thanjavur
2025-09-03,29.73,34.96,26.01,0.71,13.77,10.78,79.13,Thanjavur
2025-09-04,30.19,35.29,25.5,0.5,19.48,10.78,79.13,Thanjavur
2025-09-05,30.94,36.52,26.07,0.35,19.8,10.78,79.13,Thanjavur
2025-09-06,30.59,36.01,26.91,0.97,23.83,10.78,79.13,Thanjavur
2025-09-07,28.88,31.68,26.61,11.25,18.93,10.78,79.13,Thanjavur
2025-09-08,28.66,32.89,25.34,5.8,22.89,10.78,79.13,Thanjavur
2025-09-09,30.0,35.04,26.2,2.11,23.61,10.78,79.13,Thanjavur
2025-09-10,29.31,33.55,26.01,10.69,23.62,10.78,79.13,Thanjavur
2025-09-11,28.43,31.88,25.43,5.3,19.87,10.78,79.13,Thanjavur
2025-09-12,28.36,31.38,25.66,18.74,23.73,10.78,79.13,Thanjavur
2025-09-13,29.08,33.21,25.54,0.99,19.43,10.78,79.13,Thanjavur
2025-09-14,29.34,34.22,25.58,0.73,23.49,10.78,79.13,Thanjavur
2025-09-15,29.94,35.45,25.68,0.69,20.83,10.78,79.13,Thanjavur
2025-09-16,29.1,33.47,25.88,4.16,18.28,10.78,79.13,Thanjavur
2025-09-17,28.12,31.71,25.73,11.84,14.07,10.78,79.13,Thanjavur
2025-09-18,27.93,31.51,25.0,13.84,21.81,10.78,79.13,Thanjavur
2025-09-19,27.68,31.4,24.84,18.41,13.11,10.78,79.13,Thanjavur
2025-09-20,28.21,33.03,23.94,2.19,15.52,10.78,79.13,Thanjavur
2025-09-21,28.37,32.15,24.91,2.85,9.8,10.78,79.13,Thanjavur
2025-09-22,28.93,33.36,25.48,2.83,22.02,10.78,79.13,Thanjavur
2025-09-23,29.14,33.92,25.5,1.4,20.45,10.78,79.13,Thanjavur
2025-09-24,29.23,33.89,25.28,3.13,16.55,10.78,79.13,Thanjavur
2025-09-25,28.75,34.0,24.95,11.25,23.03,10.78,79.13,Thanjavur
2025-09-26,28.64,33.96,24.68,0.47,16.97,10.78,79.13,Thanjavur
2025-09-27,28.45,33.99,24.08,1.14,23.62,10.78,79.13,Thanjavur
2025-09-28,28.34,33.61,23.85,0.37,21.78,10.78,79.13,Thanjavur
2025-09-29,29.01,34.41,24.3,0.28,21.31,10.78,79.13,Thanjavur
2025-09-30,28.59,33.22,24.36,0.11,18.28,10.78,79.13,Thanjavur
2025-10-01,28.35,32.81,24.37,4.31,18.31,10.78,79.13,Thanjavur
2025-10-02,27.77,32.25,24.61,4.31,22.18,10.78,79.13,Thanjavur
2025-10-03,28.47,32.74,25.1,4.27,20.05,10.78,79.13,Thanjavur
2025-10-04,28.01,31.98,24.99,5.77,11.61,10.78,79.13,Thanjavur
2025-10-05,27.88,32.87,23.73,6.81,21.97,10.78,79.13,Thanjavur
2025-10-06,28.25,33.16,24.25,6.87,22.53,10.78,79.13,Thanjavur
2025-10-07,28.47,32.87,25.66,4.62,22.77,10.78,79.13,Thanjavur
2025-10-08,28.13,32.8,25.09,4.85,21.1,10.78,79.13,Thanjavur
2025-10-09,27.83,32.82,24.47,6.11,20.4,10.78,79.13,Thanjavur
2025-10-10,27.84,32.62,24.19,3.09,21.03,10.78,79.13,Thanjavur
2025-10-11,28.3,33.03,24.56,4.87,20.67,10.78,79.13,Thanjavur
2025-10-12,27.94,31.54,25.49,8.35,20.74,10.78,79.13,Thanjavur
2025-10-13,27.75,32.74,24.79,9.44,20.35,10.78,79.13,Thanjavur
2025-10-14,27.61,31.87,24.52,9.12,16.53,10.78,79.13,Thanjavur
2025-10-15,26.71,29.77,24.51,17.43,14.12,10.78,79.13,Thanjavur
2025-10-16,26.58,28.87,25.37,10.99,6.0,10.78,79.13,Thanjavur
2025-10-17,27.08,30.11,25.38,12.69,11.78,10.78,79.13,Thanjavur
2025-10-18,27.13,29.24,25.68,11.38,16.13,10.78,79.13,Thanjavur
2025-10-19,27.39,30.53,25.47,8.89,18.26,10.78,79.13,Thanjavur
2025-10-20,27.14,30.1,25.23,21.7,8.99,10.78,79.13,Thanjavur
2025-10-21,26.52,28.47,25.26,66.22,6.57,10.78,79.13,Thanjavur
2025-10-22,26.78,29.94,24.97,15.09,19.01,10.78,79.13,Thanjavur
2025-10-23,27.1,31.14,24.12,3.63,16.07,10.78,79.13,Thanjavur
2025-10-24,26.16,28.64,24.27,2.07,6.27,10.78,79.13,Thanjavur
2025-10-25,27.56,31.41,24.93,3.77,15.12,10.78,79.13,Thanjavur
2025-10-26,26.51,29.09,24.79,2.04,10.45,10.78,79.13,Thanjavur
2025-10-27,25.31,26.97,23.93,5.74,5.79,10.78,79.13,Thanjavur
2025-10-28,26.27,29.98,23.58,1.42,10.2,10.78,79.13,Thanjavur
2025-10-29,27.34,32.28,23.16,2.18,21.61,10.78,79.13,Thanjavur
2025-10-30,27.93,32.72,23.41,0.85,21.84,10.78,79.13,Thanjavur
2025-10-31,28.32,33.27,24.03,0.15,21.93,10.78,79.13,Thanjavur
2025-11-01,28.27,33.36,24.02,0.37,21.65,10.78,79.13,Thanjavur
2025-11-02,28.24,32.98,23.93,2.94,21.85,10.78,79.13,Thanjavur
2025-11-03,28.2,33.09,24.53,11.51,20.35,10.78,79.13,Thanjavur
2025-11-04,27.98,31.99,24.53,5.49,17.06,10.78,79.13,Thanjavur
2025-11-05,27.82,32.12,25.23,7.22,15.47,10.78,79.13,Thanjavur
2025-11-06,27.12,30.68,24.19,11.92,10.81,10.78,79.13,Thanjavur
2025-11-07,26.93,30.31,24.54,4.75,13.51,10.78,79.13,Thanjavur
2025-11-08,26.2,30.21,23.53,1.44,17.96,10.78,79.13,Thanjavur
2025-11-09,26.12,30.45,22.29,0.4,18.38,10.78,79.13,Thanjavur
2025-11-10,26.27,30.65,22.3,0.28,20.36,10.78,79.13,Thanjavur
2025-11-11,26.31,30.35,23.13,5.01,-999.0,10.78,79.13,Thanjavur
2025-11-12,26.33,30.21,23.67,1.34,-999.0,10.78,79.13,Thanjavur
2025-11-13,26.37,30.45,23.49,3.79,-999.0,10.78,79.13,Thanjavur
2025-11-14,-999.0,-999.0,-999.0,-999.0,-999.0,10.78,79.13,Thanjavur
2025-11-15,-999.0,-999.0,-999.0,-999.0,-999.0,10.78,79.13,Thanjavur
2025-11-16,-999.0,-999.0,-999.0,-999.0,-999.0,10.78,79.13,Thanjavur
2025-01-01,25.85,27.03,25.03,0.16,18.24,10.76,79.83,Thiruvarur
2025-01-02,25.65,27.01,24.67,0.68,18.11,10.76,79.83,Thiruvarur
2025-01-03,25.37,26.65,24.36,0.31,17.34,10.76,79.83,Thiruvarur
2025-01-04,25.42,26.95,24.18,0.6,19.24,10.76,79.83,Thiruvarur
2025-01-05,25.48,27.08,24.24,0.13,19.54,10.76,79.83,Thiruvarur
2025-01-06,25.61,27.37,24.15,0.0,17.21,10.76,79.83,Thiruvarur
2025-01-07,25.3,26.67,24.12,0.71,10.59,10.76,79.83,Thiruvarur
2025-01-08,24.91,26.36,23.58,0.01,15.81,10.76,79.83,Thiruvarur
2025-01-09,25.38,26.92,24.16,0.32,14.51,10.76,79.83,Thiruvarur
2025-01-10,25.72,27.06,24.77,1.05,10.48,10.76,79.83,Thiruvarur
2025-01-11,25.6,26.97,24.78,1.19,12.34,10.76,79.83,Thiruvarur
