date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,latitude,longitude,District
2025-10-03,24.25,29.18,20.09,9.37,21.17,12.74,77.83,Krishnagiri
2025-10-04,24.71,28.98,21.17,10.28,16.35,12.74,77.83,Krishnagiri
2025-10-05,24.82,29.75,20.7,12.87,20.56,12.74,77.83,Krishnagiri
2025-10-06,24.28,29.4,20.71,13.07,19.84,12.74,77.83,Krishnagiri
2025-10-07,24.74,29.44,20.9,16.76,19.79,12.74,77.83,Krishnagiri
2025-10-08,24.91,28.76,21.73,10.8,16.66,12.74,77.83,Krishnagiri
2025-10-09,24.96,29.19,21.39,9.8,21.07,12.74,77.83,Krishnagiri
2025-10-10,23.75,27.11,21.22,15.38,20.78,12.74,77.83,Krishnagiri
2025-10-11,24.2,29.58,20.92,11.55,19.31,12.74,77.83,Krishnagiri
2025-10-12,24.2,28.72,20.11,4.9,22.54,12.74,77.83,Krishnagiri
2025-10-13,24.42,29.32,21.14,12.57,21.07,12.74,77.83,Krishnagiri
2025-10-14,23.81,28.28,21.4,10.76,16.99,12.74,77.83,Krishnagiri
2025-10-15,23.07,27.41,20.04,13.92,11.93,12.74,77.83,Krishnagiri
2025-10-16,23.41,27.23,20.6,13.85,15.53,12.74,77.83,Krishnagiri
2025-10-17,24.23,28.6,21.78,26.2,15.97,12.74,77.83,Krishnagiri
2025-10-18,24.25,27.9,21.76,11.67,13.39,12.74,77.83,Krishnagiri
2025-10-19,24.12,27.93,21.95,26.06,18.27,12.74,77.83,Krishnagiri
2025-10-20,23.42,26.94,21.46,9.38,14.97,12.74,77.83,Krishnagiri
2025-10-21,23.3,26.7,21.13,15.46,7.1,12.74,77.83,Krishnagiri
2025-10-22,23.15,25.81,21.55,29.16,7.0,12.74,77.83,Krishnagiri
2025-10-23,23.87,27.66,21.58,11.25,13.04,12.74,77.83,Krishnagiri
2025-10-24,23.24,26.43,20.49,2.4,12.82,12.74,77.83,Krishnagiri
2025-10-25,24.23,28.37,20.46,4.72,20.19,12.74,77.83,Krishnagiri
2025-10-26,23.75,27.23,20.21,2.83,14.18,12.74,77.83,Krishnagiri
2025-10-27,22.3,24.33,20.78,14.76,8.09,12.74,77.83,Krishnagiri
2025-10-28,22.2,25.65,19.88,1.79,8.95,12.74,77.83,Krishnagiri
2025-10-29,22.21,27.41,17.94,0.05,12.95,12.74,77.83,Krishnagiri
2025-10-30,22.84,27.56,17.74,1.32,18.31,12.74,77.83,Krishnagiri
2025-10-31,23.59,28.06,18.57,0.15,20.35,12.74,77.83,Krishnagiri
2025-11-01,24.22,29.03,18.26,0.11,22.09,12.74,77.83,Krishnagiri
2025-11-02,23.33,27.86,18.4,1.3,19.97,12.74,77.83,Krishnagiri
2025-11-03,23.95,28.39,20.22,5.68,15.6,12.74,77.83,Krishnagiri
2025-11-04,23.43,27.07,19.66,6.16,14.03,12.74,77.83,Krishnagiri
2025-11-05,23.62,28.35,19.82,20.16,11.76,12.74,77.83,Krishnagiri
2025-11-06,23.1,26.03,21.0,12.17,15.78,12.74,77.83,Krishnagiri
2025-11-07,23.09,27.14,20.37,2.78,16.98,12.74,77.83,Krishnagiri
2025-11-08,22.31,27.02,18.66,1.19,13.9,12.74,77.83,Krishnagiri
2025-11-09,21.28,26.39,16.14,0.01,21.49,12.74,77.83,Krishnagiri
2025-11-10,22.01,26.8,17.15,0.1,19.59,12.74,77.83,Krishnagiri
2025-11-11,22.48,27.63,18.4,0.47,-999.0,12.74,77.83,Krishnagiri
2025-11-12,22.15,26.79,18.86,2.21,-999.0,12.74,77.83,Krishnagiri
2025-11-13,22.11,27.11,18.99,1.51,-999.0,12.74,77.83,Krishnagiri
2025-11-14,-999.0,-999.0,-999.0,-999.0,-999.0,12.74,77.83,Krishnagiri
2025-11-15,-999.0,-999.0,-999.0,-999.0,-999.0,12.74,77.83,Krishnagiri
2025-11-16,-999.0,-999.0,-999.0,-999.0,-999.0,12.74,77.83,Krishnagiri
2025-01-01,21.33,27.62,16.67,0.0,18.84,12.06,78.16,Dharmapuri
2025-01-02,21.28,27.45,16.74,0.0,17.89,12.06,78.16,Dharmapuri
2025-01-03,20.36,25.93,16.4,0.0,19.42,12.06,78.16,Dharmapuri
2025-01-04,19.91,26.87,14.51,0.0,19.54,12.06,78.16,Dharmapuri
2025-01-05,20.02,27.2,14.35,0.0,20.35,12.06,78.16,Dharmapuri
2025-01-06,20.17,27.68,14.42,0.0,19.54,12.06,78.16,Dharmapuri
2025-01-07,20.83,28.16,14.99,0.0,18.48,12.06,78.16,Dharmapuri
2025-01-08,20.67,27.86,15.15,0.0,19.3,12.06,78.16,Dharmapuri
2025-01-09,20.85,27.77,15.06,0.0,12.15,12.06,78.16,Dharmapuri
2025-01-10,21.83,28.38,16.01,0.01,11.29,12.06,78.16,Dharmapuri
2025-01-11,22.62,29.91,17.97,0.0,6.93,12.06,78.16,Dharmapuri
2025-01-12,22.7,29.84,16.19,0.01,16.1,12.06,78.16,Dharmapuri
2025-01-13,23.69,30.14,20.36,2.87,9.49,12.06,78.16,Dharmapuri
2025-01-14,23.16,29.32,19.48,0.37,12.62,12.06,78.16,Dharmapuri
2025-01-15,22.21,28.64,18.32,0.05,13.66,12.06,78.16,Dharmapuri
2025-01-16,22.0,28.72,17.52,0.0,16.38,12.06,78.16,Dharmapuri
2025-01-17,21.61,28.48,17.19,0.0,13.35,12.06,78.16,Dharmapuri
2025-01-18,22.13,28.55,17.33,1.22,13.84,12.06,78.16,Dharmapuri
2025-01-19,22.64,27.79,19.23,4.27,8.44,12.06,78.16,Dharmapuri
2025-01-20,22.79,30.82,17.71,0.04,19.48,12.06,78.16,Dharmapuri
2025-01-21,21.62,29.65,16.14,0.0,20.93,12.06,78.16,Dharmapuri
2025-01-22,22.3,30.29,16.41,0.0,15.46,12.06,78.16,Dharmapuri
2025-01-23,22.53,30.73,16.95,0.0,17.96,12.06,78.16,Dharmapuri
2025-01-24,21.54,29.47,15.56,0.0,20.72,12.06,78.16,Dharmapuri
2025-01-25,21.54,30.19,15.87,0.0,20.65,12.06,78.16,Dharmapuri
2025-01-26,20.74,30.06,13.36,0.0,22.33,12.06,78.16,Dharmapuri
2025-01-27,21.81,30.8,15.84,0.0,21.88,12.06,78.16,Dharmapuri
2025-01-28,21.66,30.54,15.14,0.0,20.55,12.06,78.16,Dharmapuri
2025-01-29,21.9,31.96,14.87,0.0,22.68,12.06,78.16,Dharmapuri
2025-01-30,22.94,31.96,15.24,0.0,20.31,12.06,78.16,Dharmapuri
2025-01-31,25.17,32.41,19.81,0.0,20.91,12.06,78.16,Dharmapuri
2025-02-01,25.27,33.16,20.04,0.02,21.88,12.06,78.16,Dharmapuri
2025-02-02,24.64,33.63,18.61,0.01,23.33,12.06,78.16,Dharmapuri
2025-02-03,23.04,32.98,16.41,0.0,23.62,12.06,78.16,Dharmapuri
2025-02-04,22.95,33.33,14.96,0.0,22.4,12.06,78.16,Dharmapuri
2025-02-05,23.12,32.61,16.79,0.0,22.18,12.06,78.16,Dharmapuri
2025-02-06,22.58,32.16,15.21,0.0,23.33,12.06,78.16,Dharmapuri
2025-02-07,22.93,32.77,16.47,0.0,23.24,12.06,78.16,Dharmapuri
2025-02-08,23.44,32.55,16.2,0.0,20.02,12.06,78.16,Dharmapuri
2025-02-09,23.49,32.09,16.85,0.0,20.8,12.06,78.16,Dharmapuri
2025-02-10,23.39,32.06,17.02,0.0,21.48,12.06,78.16,Dharmapuri
2025-02-11,23.36,33.13,17.04,0.0,24.23,12.06,78.16,Dharmapuri
2025-02-12,23.94,34.84,16.75,0.0,24.94,12.06,78.16,Dharmapuri
2025-02-13,23.77,35.24,15.03,0.0,24.63,12.06,78.16,Dharmapuri
2025-02-14,24.07,35.03,15.73,0.0,23.86,12.06,78.16,Dharmapuri
2025-02-15,24.96,35.15,17.26,0.0,23.22,12.06,78.16,Dharmapuri
2025-02-16,24.84,34.76,17.92,0.0,23.67,12.06,78.16,Dharmapuri
2025-02-17,24.97,34.49,18.54,0.0,23.72,12.06,78.16,Dharmapuri
2025-02-18,24.87,34.74,18.32,0.0,23.51,12.06,78.16,Dharmapuri
2025-02-19,25.26,35.86,17.3,0.0,23.59,12.06,78.16,Dharmapuri
2025-02-20,25.55,35.7,18.22,0.0,23.19,12.06,78.16,Dharmapuri
2025-02-21,25.56,35.33,17.78,0.0,23.36,12.06,78.16,Dharmapuri
2025-02-22,26.11,35.42,19.39,0.0,23.34,12.06,78.16,Dharmapuri
2025-02-23,26.26,35.72,18.86,0.0,22.49,12.06,78.16,Dharmapuri
2025-02-24,25.35,34.89,17.61,0.0,24.32,12.06,78.16,Dharmapuri
2025-02-25,25.54,34.21,17.82,0.0,23.82,12.06,78.16,Dharmapuri
2025-02-26,25.91,34.91,18.68,0.0,23.21,12.06,78.16,Dharmapuri
2025-02-27,25.31,35.38,16.38,0.0,24.8,12.06,78.16,Dharmapuri
2025-02-28,25.99,35.21,17.33,0.06,23.85,12.06,78.16,Dharmapuri
2025-03-01,26.91,35.12,20.21,0.35,20.17,12.06,78.16,Dharmapuri
2025-03-02,27.7,35.85,21.32,0.06,23.93,12.06,78.16,Dharmapuri
2025-03-03,27.43,35.48,21.84,0.0,23.5,12.06,78.16,Dharmapuri
2025-03-04,28.01,37.57,20.81,0.0,20.85,12.06,78.16,Dharmapuri
2025-03-05,28.23,36.78,21.81,0.0,21.16,12.06,78.16,Dharmapuri
2025-03-06,29.08,38.47,20.56,0.0,22.89,12.06,78.16,Dharmapuri
2025-03-07,27.88,38.43,19.61,0.0,25.07,12.06,78.16,Dharmapuri
2025-03-08,27.55,37.8,19.35,0.0,24.46,12.06,78.16,Dharmapuri
2025-03-09,26.87,36.77,19.43,0.0,24.95,12.06,78.16,Dharmapuri
2025-03-10,26.03,36.16,17.11,0.0,25.56,12.06,78.16,Dharmapuri
2025-03-11,25.95,34.36,19.41,8.55,15.84,12.06,78.16,Dharmapuri
2025-03-12,26.59,32.56,22.3,3.78,19.1,12.06,78.16,Dharmapuri
2025-03-13,27.91,36.99,21.97,0.49,25.84,12.06,78.16,Dharmapuri
2025-03-14,27.54,37.57,19.64,0.0,25.92,12.06,78.16,Dharmapuri
2025-03-15,26.81,37.07,19.34,0.0,27.1,12.06,78.16,Dharmapuri
2025-03-16,27.89,36.96,19.77,0.0,26.34,12.06,78.16,Dharmapuri
2025-03-17,28.72,35.88,22.81,0.22,23.66,12.06,78.16,Dharmapuri
2025-03-18,28.63,35.47,22.55,0.01,23.91,12.06,78.16,Dharmapuri
2025-03-19,29.08,37.56,22.72,0.08,25.52,12.06,78.16,Dharmapuri
2025-03-20,28.8,37.28,22.26,0.14,26.36,12.06,78.16,Dharmapuri
2025-03-21,29.35,37.4,22.75,0.0,23.83,12.06,78.16,Dharmapuri
2025-03-22,28.91,35.45,23.75,1.36,20.07,12.06,78.16,Dharmapuri
2025-03-23,28.59,35.42,23.38,1.06,19.44,12.06,78.16,Dharmapuri
2025-03-24,28.9,36.63,23.66,0.02,23.34,12.06,78.16,Dharmapuri
2025-03-25,28.79,38.1,21.42,0.15,24.44,12.06,78.16,Dharmapuri
2025-03-26,29.25,38.35,20.87,0.01,25.16,12.06,78.16,Dharmapuri
2025-03-27,30.3,38.44,22.3,0.01,23.33,12.06,78.16,Dharmapuri
2025-03-28,30.38,39.27,23.12,0.0,23.66,12.06,78.16,Dharmapuri
2025-03-29,30.06,39.44,22.68,0.0,24.69,12.06,78.16,Dharmapuri
2025-03-30,29.54,39.12,21.26,0.0,24.2,12.06,78.16,Dharmapuri
2025-03-31,29.11,38.06,21.42,0.0,24.86,12.06,78.16,Dharmapuri
2025-04-01,28.32,36.36,21.05,0.0,20.88,12.06,78.16,Dharmapuri
2025-04-02,29.2,37.09,22.1,0.28,23.33,12.06,78.16,Dharmapuri
2025-04-03,28.43,35.46,23.17,6.92,14.29,12.06,78.16,Dharmapuri
2025-04-04,29.58,37.42,22.89,1.97,20.59,12.06,78.16,Dharmapuri
2025-04-05,28.58,36.06,22.19,4.34,23.69,12.06,78.16,Dharmapuri
2025-04-06,29.52,37.0,23.05,2.42,22.87,12.06,78.16,Dharmapuri
2025-04-07,29.45,37.08,23.65,1.15,25.3,12.06,78.16,Dharmapuri
2025-04-08,29.68,37.78,23.11,0.0,25.43,12.06,78.16,Dharmapuri
2025-04-09,29.83,38.02,21.63,0.0,25.77,12.06,78.16,Dharmapuri
2025-04-10,29.29,34.77,23.79,0.05,20.47,12.06,78.16,Dharmapuri
2025-04-11,29.91,37.55,23.64,6.4,19.58,12.06,78.16,Dharmapuri
2025-04-12,29.55,36.81,23.79,6.28,23.21,12.06,78.16,Dharmapuri
2025-04-13,30.31,37.67,23.94,0.62,19.13,12.06,78.16,Dharmapuri
2025-04-14,28.99,36.63,23.24,4.1,23.41,12.06,78.16,Dharmapuri
2025-04-15,28.75,37.03,22.26,2.92,22.47,12.06,78.16,Dharmapuri
2025-04-16,28.8,36.1,22.6,3.32,21.18,12.06,78.16,Dharmapuri
2025-04-17,29.26,36.35,23.25,0.56,22.58,12.06,78.16,Dharmapuri
2025-04-18,29.71,35.61,24.02,0.41,19.73,12.06,78.16,Dharmapuri
2025-04-19,30.76,37.82,24.22,0.11,22.09,12.06,78.16,Dharmapuri
2025-04-20,30.63,38.27,24.11,0.07,22.39,12.06,78.16,Dharmapuri
2025-04-21,29.07,35.16,24.38,0.01,24.91,12.06,78.16,Dharmapuri
2025-04-22,30.45,38.58,23.19,0.01,25.6,12.06,78.16,Dharmapuri
2025-04-23,30.29,38.49,22.66,0.63,26.45,12.06,78.16,Dharmapuri
2025-04-24,30.75,38.34,23.8,0.15,26.52,12.06,78.16,Dharmapuri
2025-04-25,31.07,38.51,24.89,0.17,25.03,12.06,78.16,Dharmapuri
2025-04-26,29.66,35.69,24.8,0.01,22.18,12.06,78.16,Dharmapuri
2025-04-27,29.79,36.7,23.81,0.01,23.44,12.06,78.16,Dharmapuri
2025-04-28,29.51,34.68,25.16,0.0,24.03,12.06,78.16,Dharmapuri
2025-04-29,31.22,38.52,24.48,0.0,23.31,12.06,78.16,Dharmapuri
2025-04-30,31.28,38.28,24.56,0.5,23.23,12.06,78.16,Dharmapuri
2025-05-01,30.5,36.2,25.38,6.21,19.73,12.06,78.16,Dharmapuri
2025-05-02,29.69,34.35,26.46,5.4,19.58,12.06,78.16,Dharmapuri
2025-05-03,30.06,35.98,24.99,1.82,24.43,12.06,78.16,Dharmapuri
2025-05-04,29.97,35.67,24.42,0.65,22.63,12.06,78.16,Dharmapuri
2025-05-05,27.55,32.0,23.73,3.19,21.96,12.06,78.16,Dharmapuri
2025-05-06,28.94,35.04,24.45,0.55,23.16,12.06,78.16,Dharmapuri
2025-05-07,27.64,31.98,24.58,4.47,20.94,12.06,78.16,Dharmapuri
2025-05-08,27.44,33.17,23.89,5.36,22.11,12.06,78.16,Dharmapuri
2025-05-09,29.66,37.25,22.37,0.44,24.7,12.06,78.16,Dharmapuri
2025-05-10,29.84,36.44,23.85,0.65,21.53,12.06,78.16,Dharmapuri
2025-05-11,30.41,37.23,24.61,0.11,23.61,12.06,78.16,Dharmapuri
2025-05-12,28.57,33.65,25.19,3.17,22.65,12.06,78.16,Dharmapuri
2025-05-13,28.04,33.64,23.72,10.81,21.18,12.06,78.16,Dharmapuri
2025-05-14,28.58,34.05,23.82,1.97,21.75,12.06,78.16,Dharmapuri
2025-05-15,27.02,30.47,24.65,6.44,21.47,12.06,78.16,Dharmapuri
2025-05-16,28.02,33.75,23.7,7.54,20.73,12.06,78.16,Dharmapuri
2025-05-17,28.63,35.36,23.04,17.41,12.49,12.06,78.16,Dharmapuri
2025-05-18,25.49,28.24,23.94,57.03,16.58,12.06,78.16,Dharmapuri
2025-05-19,27.05,32.58,22.25,7.34,14.85,12.06,78.16,Dharmapuri
2025-05-20,26.41,29.53,23.4,32.07,15.51,12.06,78.16,Dharmapuri
2025-05-21,25.99,31.01,22.61,1.31,18.3,12.06,78.16,Dharmapuri
2025-05-22,26.4,31.59,22.14,0.0,20.68,12.06,78.16,Dharmapuri
2025-05-23,27.31,32.96,22.25,1.33,21.95,12.06,78.16,Dharmapuri
2025-05-24,26.77,30.78,23.42,1.67,16.23,12.06,78.16,Dharmapuri
2025-05-25,25.83,29.89,22.83,11.17,15.88,12.06,78.16,Dharmapuri
2025-05-26,25.43,29.62,22.05,4.46,14.95,12.06,78.16,Dharmapuri
2025-05-27,27.29,33.12,22.21,1.02,14.08,12.06,78.16,Dharmapuri
2025-05-28,27.26,32.59,22.55,1.19,15.91,12.06,78.16,Dharmapuri
2025-05-29,26.59,31.84,22.95,0.75,16.12,12.06,78.16,Dharmapuri
2025-05-30,25.35,28.87,22.43,1.56,11.59,12.06,78.16,Dharmapuri
2025-05-31,26.9,33.63,21.81,0.0,20.68,12.06,78.16,Dharmapuri
2025-06-01,27.11,34.06,21.31,0.05,24.92,12.06,78.16,Dharmapuri
2025-06-02,27.42,34.88,20.9,0.18,23.91,12.06,78.16,Dharmapuri
2025-06-03,27.15,34.08,22.79,0.73,21.23,12.06,78.16,Dharmapuri
2025-06-04,27.41,34.27,21.63,1.17,24.49,12.06,78.16,Dharmapuri
2025-06-05,28.04,35.25,21.15,0.06,24.6,12.06,78.16,Dharmapuri
2025-06-06,28.91,35.73,20.81,0.04,22.31,12.06,78.16,Dharmapuri
2025-06-07,28.8,33.48,23.73,0.04,22.53,12.06,78.16,Dharmapuri
2025-06-08,28.4,32.9,23.72,3.68,22.6,12.06,78.16,Dharmapuri
2025-06-09,27.31,31.92,23.71,6.48,21.22,12.06,78.16,Dharmapuri
2025-06-10,27.64,33.44,22.98,10.41,21.63,12.06,78.16,Dharmapuri
2025-06-11,26.81,31.42,23.48,6.7,15.28,12.06,78.16,Dharmapuri
2025-06-12,26.15,29.95,23.53,4.2,18.79,12.06,78.16,Dharmapuri
2025-06-13,26.56,31.87,22.66,8.85,17.3,12.06,78.16,Dharmapuri
2025-06-14,26.0,30.25,22.82,8.72,17.52,12.06,78.16,Dharmapuri
2025-06-15,24.92,28.57,21.99,0.3,16.22,12.06,78.16,Dharmapuri
2025-06-16,25.59,30.81,22.1,0.13,15.72,12.06,78.16,Dharmapuri
2025-06-17,26.05,31.73,21.11,1.24,16.35,12.06,78.16,Dharmapuri
2025-06-18,26.7,32.4,22.06,4.32,21.64,12.06,78.16,Dharmapuri
2025-06-19,27.11,32.99,22.7,0.5,19.81,12.06,78.16,Dharmapuri
2025-06-20,27.55,34.14,22.4,2.49,22.41,12.06,78.16,Dharmapuri
2025-06-21,27.25,33.27,22.24,0.36,18.84,12.06,78.16,Dharmapuri
2025-06-22,27.03,33.22,22.2,3.25,18.45,12.06,78.16,Dharmapuri
2025-06-23,26.73,33.28,22.06,0.13,15.05,12.06,78.16,Dharmapuri
2025-06-24,25.87,31.0,21.59,0.0,18.49,12.06,78.16,Dharmapuri
2025-06-25,25.84,30.84,21.87,1.47,15.01,12.06,78.16,Dharmapuri
2025-06-26,26.83,32.92,22.2,0.18,14.19,12.06,78.16,Dharmapuri
2025-06-27,26.82,32.92,22.48,0.18,18.31,12.06,78.16,Dharmapuri
2025-06-28,27.23,33.22,22.65,1.24,19.56,12.06,78.16,Dharmapuri
2025-06-29,27.72,33.69,23.03,0.06,19.57,12.06,78.16,Dharmapuri
2025-06-30,26.75,32.82,21.94,0.0,16.21,12.06,78.16,Dharmapuri
2025-07-01,26.76,32.7,22.39,0.01,17.81,12.06,78.16,Dharmapuri
2025-07-02,26.74,33.04,22.04,2.36,17.43,12.06,78.16,Dharmapuri
2025-07-03,26.08,31.69,21.58,1.74,15.77,12.06,78.16,Dharmapuri
2025-07-04,26.17,32.53,21.77,0.01,16.46,12.06,78.16,Dharmapuri
2025-07-05,27.41,35.08,20.84,0.01,18.18,12.06,78.16,Dharmapuri
2025-07-06,27.56,33.76,22.79,0.15,16.94,12.06,78.16,Dharmapuri
2025-07-07,27.64,33.62,23.13,0.11,17.16,12.06,78.16,Dharmapuri
2025-07-08,28.08,35.3,22.41,0.01,19.32,12.06,78.16,Dharmapuri
2025-07-09,28.0,35.21,22.19,0.0,20.46,12.06,78.16,Dharmapuri
2025-07-10,27.91,34.72,22.15,1.18,19.38,12.06,78.16,Dharmapuri
2025-07-11,28.28,34.56,23.01,0.78,21.8,12.06,78.16,Dharmapuri
2025-07-12,27.59,33.17,23.72,0.13,18.78,12.06,78.16,Dharmapuri
2025-07-13,26.8,32.36,22.99,5.82,18.79,12.06,78.16,Dharmapuri
2025-07-14,27.0,33.29,21.84,0.33,18.59,12.06,78.16,Dharmapuri
2025-07-15,27.21,32.95,22.42,0.0,18.33,12.06,78.16,Dharmapuri
2025-07-16,27.29,33.51,22.56,5.8,19.37,12.06,78.16,Dharmapuri
2025-07-17,26.69,32.09,22.86,2.57,19.66,12.06,78.16,Dharmapuri
2025-07-18,27.26,32.94,22.89,0.35,18.33,12.06,78.16,Dharmapuri
2025-07-19,25.84,30.32,22.53,5.86,12.82,12.06,78.16,Dharmapuri
2025-07-20,25.58,31.07,21.44,1.28,14.52,12.06,78.16,Dharmapuri
2025-07-21,25.04,30.34,21.1,2.98,14.91,12.06,78.16,Dharmapuri
2025-07-22,26.4,33.82,20.56,1.17,13.83,12.06,78.16,Dharmapuri
2025-07-23,26.61,32.62,21.72,0.35,15.77,12.06,78.16,Dharmapuri
2025-07-24,26.67,31.56,21.99,0.29,13.4,12.06,78.16,Dharmapuri
2025-07-25,26.82,32.92,22.19,0.33,12.06,12.06,78.16,Dharmapuri
2025-07-26,26.17,31.94,22.18,0.37,13.28,12.06,78.16,Dharmapuri
2025-07-27,26.53,32.31,21.81,0.04,15.38,12.06,78.16,Dharmapuri
2025-07-28,27.33,35.41,20.98,0.01,15.3,12.06,78.16,Dharmapuri
2025-07-29,27.55,35.26,21.29,0.05,17.47,12.06,78.16,Dharmapuri
2025-07-30,28.1,35.89,21.24,0.06,18.97,12.06,78.16,Dharmapuri
2025-07-31,28.6,35.58,22.74,1.56,15.59,12.06,78.16,Dharmapuri
2025-08-01,28.43,34.93,22.42,0.46,20.2,12.06,78.16,Dharmapuri
2025-08-02,28.05,34.22,23.51,1.17,20.24,12.06,78.16,Dharmapuri
2025-08-03,26.48,30.07,23.84,10.9,12.47,12.06,78.16,Dharmapuri
2025-08-04,25.97,29.55,22.87,7.49,17.67,12.06,78.16,Dharmapuri
2025-08-05,26.51,31.85,23.03,7.95,18.48,12.06,78.16,Dharmapuri
2025-08-06,27.11,32.8,22.9,5.39,21.84,12.06,78.16,Dharmapuri
2025-08-07,25.96,29.58,22.72,0.36,20.65,12.06,78.16,Dharmapuri
2025-08-08,25.85,29.85,22.7,4.84,17.76,12.06,78.16,Dharmapuri
2025-08-09,25.43,29.69,22.73,1.34,11.17,12.06,78.16,Dharmapuri
2025-08-10,25.43,29.44,22.75,9.79,13.3,12.06,78.16,Dharmapuri
2025-08-11,25.75,31.78,21.53,0.37,12.16,12.06,78.16,Dharmapuri
2025-08-12,25.77,31.38,21.58,1.43,8.35,12.06,78.16,Dharmapuri
2025-08-13,24.99,30.06,20.72,2.42,9.11,12.06,78.16,Dharmapuri
2025-08-14,25.45,31.58,21.0,0.66,13.18,12.06,78.16,Dharmapuri
2025-08-15,26.15,33.28,21.0,3.12,11.6,12.06,78.16,Dharmapuri
2025-08-16,25.61,31.52,21.66,0.84,18.28,12.06,78.16,Dharmapuri
2025-08-17,25.39,30.87,22.08,4.36,13.07,12.06,78.16,Dharmapuri
2025-08-18,25.25,31.06,21.47,0.78,12.59,12.06,78.16,Dharmapuri
2025-08-19,26.24,32.49,21.62,0.11,21.75,12.06,78.16,Dharmapuri
2025-08-20,26.89,34.51,20.74,0.0,21.43,12.06,78.16,Dharmapuri
2025-08-21,27.46,33.24,21.18,0.51,22.88,12.06,78.16,Dharmapuri
2025-08-22,26.16,29.78,23.29,2.58,20.16,12.06,78.16,Dharmapuri
2025-08-23,26.44,31.04,22.33,3.25,17.6,12.06,78.16,Dharmapuri
2025-08-24,28.09,34.96,22.08,0.11,24.37,12.06,78.16,Dharmapuri
2025-08-25,27.09,32.47,21.72,0.01,16.08,12.06,78.16,Dharmapuri
2025-08-26,28.05,34.85,22.26,0.01,19.82,12.06,78.16,Dharmapuri
2025-08-27,27.15,33.6,22.25,3.81,14.25,12.06,78.16,Dharmapuri
2025-08-28,27.01,33.25,22.26,1.27,17.17,12.06,78.16,Dharmapuri
2025-08-29,26.12,32.42,21.18,4.05,19.62,12.06,78.16,Dharmapuri
2025-08-30,27.44,34.51,21.75,0.55,18.31,12.06,78.16,Dharmapuri
2025-08-31,27.13,33.0,22.67,5.31,15.49,12.06,78.16,Dharmapuri
2025-09-01,26.48,32.53,22.36,4.69,11.67,12.06,78.16,Dharmapuri
2025-09-02,27.11,34.15,21.63,0.53,17.59,12.06,78.16,Dharmapuri
2025-09-03,26.94,33.45,22.01,3.13,12.31,12.06,78.16,Dharmapuri
2025-09-04,27.37,32.99,22.48,0.2,17.39,12.06,78.16,Dharmapuri
2025-09-05,27.39,33.24,22.15,0.12,20.2,12.06,78.16,Dharmapuri
2025-09-06,28.14,35.23,22.17,11.85,21.18,12.06,78.16,Dharmapuri
2025-09-07,27.41,32.7,23.17,3.08,19.46,12.06,78.16,Dharmapuri
2025-09-08,27.98,34.73,22.54,2.47,16.94,12.06,78.16,Dharmapuri
2025-09-09,27.49,32.57,23.37,2.56,19.23,12.06,78.16,Dharmapuri
2025-09-10,25.92,29.46,23.23,31.3,20.16,12.06,78.16,Dharmapuri
2025-09-11,25.78,29.96,21.89,5.74,17.25,12.06,78.16,Dharmapuri
2025-09-12,26.2,30.74,22.28,1.08,18.64,12.06,78.16,Dharmapuri
2025-09-13,25.77,28.84,22.34,0.02,10.37,12.06,78.16,Dharmapuri
2025-09-14,27.27,33.22,22.22,0.04,23.15,12.06,78.16,Dharmapuri
2025-09-15,26.58,31.6,22.29,1.83,19.45,12.06,78.16,Dharmapuri
2025-09-16,26.54,31.33,23.01,1.82,10.75,12.06,78.16,Dharmapuri
2025-09-17,25.26,27.98,23.52,7.65,20.27,12.06,78.16,Dharmapuri
2025-09-18,25.73,30.0,22.72,17.68,19.39,12.06,78.16,Dharmapuri
2025-09-19,24.73,28.14,22.29,23.75,12.92,12.06,78.16,Dharmapuri
2025-09-20,24.62,28.71,21.56,1.5,16.13,12.06,78.16,Dharmapuri
2025-09-21,25.36,29.5,21.97,0.77,16.68,12.06,78.16,Dharmapuri
2025-09-22,25.06,28.05,22.84,0.62,16.79,12.06,78.16,Dharmapuri
2025-09-23,25.82,31.12,21.68,0.09,16.89,12.06,78.16,Dharmapuri
2025-09-24,26.15,32.37,21.78,1.86,15.65,12.06,78.16,Dharmapuri
2025-09-25,25.79,32.1,21.1,4.81,18.49,12.06,78.16,Dharmapuri
2025-09-26,26.11,32.78,21.0,0.03,17.78,12.06,78.16,Dharmapuri
2025-09-27,25.71,31.77,21.07,1.09,16.64,12.06,78.16,Dharmapuri
2025-09-28,26.24,32.87,21.07,0.94,16.82,12.06,78.16,Dharmapuri
2025-09-29,26.75,33.94,21.16,0.0,19.36,12.06,78.16,Dharmapuri
2025-09-30,26.61,33.36,20.39,0.0,19.6,12.06,78.16,Dharmapuri
2025-10-01,25.24,29.97,20.98,4.56,15.73,12.06,78.16,Dharmapuri
2025-10-02,25.2,29.43,21.71,2.97,18.22,12.06,78.16,Dharmapuri
2025-10-03,25.73,30.26,22.0,11.26,19.94,12.06,78.16,Dharmapuri
2025-10-04,25.69,29.65,22.2,12.85,16.72,12.06,78.16,Dharmapuri
2025-10-05,25.72,30.82,21.74,17.59,16.61,12.06,78.16,Dharmapuri
